Hour,Day,Month,Year,batteryLevel,weather_code_encoded,sunshine_duration_hours,precipitation (mm),soil_temperature_0_to_7cm (°F),vapour_pressure_deficit (kPa)
11,2,9,2022,66.5,4,1.0,0.2,82.5,0.83
12,16,11,2022,53.5,3,0.16922500000000001,0.0,74.6,0.51
13,6,2,2022,45.0,4,0.0,0.1,60.2,0.21
14,20,11,2023,100.0,1,1.0,0.0,78.1,1.6
11,7,3,2023,83.5,4,1.0,0.1,76.4,0.91
7,18,9,2023,51.5,0,0.032572222222222225,0.0,77.3,0.17
7,2,11,2023,55.0,0,0.0,0.0,57.2,0.38
11,30,9,2023,95.5,4,0.28610277777777776,0.1,81.6,0.86
17,24,5,2023,100.0,1,0.0,0.0,77.7,0.55
15,30,9,2022,100.0,0,1.0,0.0,79.2,0.88
7,26,11,2023,50.0,1,0.0,0.0,62.0,0.1
7,16,2,2023,50.0,0,0.0,0.0,59.3,0.09
12,23,11,2023,73.0,1,1.0,0.0,69.5,0.85
8,22,1,2022,31.5,4,0.0,0.4,54.0,0.06
6,25,6,2023,55.0,1,0.0,0.0,73.5,0.31
13,5,10,2022,100.0,1,1.0,0.0,79.4,1.54
16,29,4,2023,100.0,3,0.0,0.0,85.7,1.24
7,23,5,2023,59.0,3,0.14937777777777778,0.0,74.4,0.22
16,29,8,2022,100.0,8,0.0,2.6,83.0,0.52
16,8,9,2022,53.0,6,0.0,1.0,77.8,0.18
11,23,2,2023,96.5,0,1.0,0.0,76.7,1.03
19,22,4,2022,94.5,0,0.6101694444444444,0.0,79.1,1.15
11,30,9,2022,80.5,0,1.0,0.0,75.0,0.92
15,14,6,2023,100.0,1,1.0,0.0,92.6,1.79
15,5,1,2022,91.0,1,1.0,0.0,71.9,0.63
18,23,6,2022,100.0,0,1.0,0.0,92.0,1.38
13,18,8,2023,100.0,4,1.0,0.1,88.5,1.0
14,28,11,2023,75.5,1,0.2596277777777778,0.0,61.9,0.95
8,16,11,2022,37.0,2,0.0,0.0,72.5,0.15
17,18,7,2023,100.0,1,1.0,0.0,89.3,1.17
12,24,8,2023,100.0,4,1.0,0.1,89.3,1.84
11,29,8,2023,86.5,1,1.0,0.0,87.4,1.77
7,15,12,2022,50.0,2,0.0,0.0,70.9,0.34
12,29,12,2021,98.5,0,1.0,0.0,72.8,1.04
8,12,12,2021,50.0,3,0.0,0.0,67.2,0.03
15,6,6,2023,100.0,0,1.0,0.0,88.5,2.82
17,29,6,2023,100.0,4,1.0,0.1,90.5,1.36
10,20,12,2023,72.5,1,1.0,0.0,52.6,0.38
6,7,5,2023,55.5,1,0.0,0.0,68.8,0.32
11,28,7,2022,79.0,0,1.0,0.0,86.9,1.73
9,3,8,2023,67.0,1,1.0,0.0,82.6,0.86
9,21,11,2022,54.5,1,0.6119694444444445,0.0,58.2,0.23
16,8,6,2023,100.0,0,1.0,0.0,87.8,1.27
17,6,6,2023,100.0,1,1.0,0.0,87.4,2.65
5,23,5,2023,57.5,3,0.0,0.0,74.1,0.17
9,19,6,2022,66.5,1,1.0,0.0,83.4,0.75
10,18,2,2022,73.0,3,0.0,0.0,68.9,0.22
12,2,1,2023,100.0,3,1.0,0.0,72.8,0.79
13,20,4,2022,100.0,0,1.0,0.0,80.7,2.1
7,13,7,2023,53.5,1,0.8904,0.0,79.3,0.12
7,9,9,2022,5.0,3,0.13804444444444444,0.0,72.4,0.17
7,20,8,2023,61.5,1,0.5150527777777778,0.0,80.0,0.24
8,27,12,2023,29.0,2,0.0,0.0,63.3,0.18
9,30,11,2023,63.0,1,1.0,0.0,50.8,0.38
15,26,12,2021,100.0,0,1.0,0.0,72.1,0.93
12,20,8,2022,96.5,1,1.0,0.0,90.9,2.1
11,10,1,2024,45.0,1,1.0,0.0,61.1,0.55
5,12,6,2023,50.0,0,0.0,0.0,74.3,0.14
14,22,3,2022,98.5,0,1.0,0.0,82.5,2.56
8,8,10,2022,56.0,0,1.0,0.0,66.7,0.44
9,11,7,2023,54.0,4,1.0,0.2,80.3,0.59
8,4,1,2024,50.0,0,0.0,0.0,56.2,0.09
16,16,5,2022,100.0,0,1.0,0.0,89.7,1.58
8,28,9,2023,53.0,1,0.0,0.0,76.4,0.26
17,18,6,2022,100.0,0,1.0,0.0,96.9,2.13
10,19,11,2023,58.0,0,1.0,0.0,69.9,0.76
11,7,7,2023,67.5,5,1.0,0.9,87.1,0.91
6,27,4,2023,53.0,1,0.0,0.0,68.7,0.06
16,31,3,2023,100.0,1,1.0,0.0,90.8,3.11
8,22,8,2023,65.5,1,1.0,0.0,80.0,0.42
11,19,9,2022,68.5,4,1.0,0.2,82.5,1.03
10,7,11,2022,68.0,1,1.0,0.0,75.6,0.86
13,22,7,2023,100.0,0,1.0,0.0,91.9,1.75
16,5,10,2023,99.5,4,1.0,0.4,85.0,1.22
14,31,1,2023,100.0,4,1.0,0.2,79.2,1.07
7,10,6,2023,51.0,1,1.0,0.0,76.4,0.12
16,1,6,2023,100.0,8,0.0,3.4,83.2,0.41
9,19,7,2023,62.5,0,1.0,0.0,83.2,0.83
13,21,3,2023,100.0,0,1.0,0.0,71.3,1.48
15,13,11,2022,100.0,1,1.0,0.0,76.5,0.75
10,23,1,2023,60.5,1,1.0,0.0,62.1,0.55
7,26,2,2022,50.0,3,0.0,0.0,64.4,0.01
10,16,3,2022,74.5,5,1.0,0.6,70.1,0.39
9,15,10,2022,64.5,1,1.0,0.0,73.2,0.54
11,13,4,2023,86.0,1,1.0,0.0,80.3,1.57
9,30,8,2023,59.0,5,0.0,0.8,79.6,0.39
12,3,9,2022,94.0,1,0.0,0.0,81.5,0.85
10,14,1,2023,16.5,3,0.0,0.0,51.0,0.39
10,28,5,2022,80.0,0,1.0,0.0,80.0,1.66
9,1,7,2023,63.5,1,1.0,0.0,82.5,1.1
9,17,8,2022,56.5,2,1.0,0.0,82.9,0.74
7,29,5,2023,52.5,1,0.3602694444444445,0.0,67.4,0.48
13,21,10,2022,100.0,0,1.0,0.0,70.8,1.63
16,23,9,2022,100.0,0,1.0,0.0,85.4,1.16
8,1,11,2022,47.5,1,0.9021888888888889,0.0,71.8,0.15
12,1,7,2023,100.0,1,1.0,0.0,90.6,2.2
8,17,7,2023,41.0,7,0.09876111111111112,1.4,79.8,0.31
7,3,10,2023,57.5,0,0.04015277777777778,0.0,71.5,0.27
6,24,6,2023,50.0,0,0.0,0.0,73.9,0.1
10,6,12,2023,26.0,0,1.0,0.0,61.2,0.89
15,4,9,2022,100.0,5,1.0,0.5,88.2,1.24
9,20,7,2023,62.5,0,1.0,0.0,83.6,0.87
6,5,9,2023,61.0,0,0.0,0.0,72.8,0.26
9,26,6,2022,59.0,1,1.0,0.0,81.0,1.01
8,16,6,2023,57.0,3,0.2821694444444444,0.0,78.3,0.58
6,28,6,2023,50.0,4,0.0,0.1,78.4,0.25
12,19,9,2023,100.0,1,1.0,0.0,89.4,2.73
10,2,7,2022,63.5,4,1.0,0.1,85.1,1.22
14,19,1,2023,100.0,1,1.0,0.0,74.4,1.53
8,18,3,2022,61.0,0,1.0,0.0,62.3,0.38
15,24,3,2022,55.5,3,1.0,0.0,73.2,0.55
6,13,8,2023,51.5,0,0.0,0.0,79.8,0.18
7,28,3,2023,50.0,3,0.0,0.0,72.4,0.01
7,9,4,2022,58.0,1,0.3454277777777778,0.0,61.9,0.6
11,8,10,2023,73.0,2,0.0,0.0,73.7,1.38
13,12,10,2023,72.0,5,0.0,0.8,79.7,0.54
6,27,10,2022,41.0,3,0.0,0.0,71.4,0.09
11,8,1,2024,29.5,2,0.0,0.0,56.6,0.37
10,28,12,2021,76.0,3,0.11859722222222221,0.0,63.8,0.28
14,9,9,2023,100.0,0,1.0,0.0,91.4,2.23
17,22,5,2022,100.0,8,0.07248888888888888,2.8,81.8,0.01
9,15,2,2022,85.0,1,0.6714888888888889,0.0,48.0,0.43
14,8,9,2022,51.5,8,0.0,3.2,78.8,0.19
15,7,12,2021,67.5,1,1.0,0.0,79.0,0.83
7,17,5,2022,50.5,0,0.9512,0.0,70.2,0.42
18,13,6,2023,100.0,0,1.0,0.0,89.9,1.1
15,18,11,2022,100.0,0,1.0,0.0,65.1,0.95
13,8,12,2022,100.0,1,1.0,0.0,77.8,1.32
13,14,12,2023,33.5,2,0.9293638888888889,0.0,69.3,1.14
7,11,7,2022,50.0,1,0.9050055555555555,0.0,79.3,0.09
7,14,4,2023,64.5,3,0.3317694444444444,0.0,68.7,0.07
9,4,10,2023,68.5,0,1.0,0.0,77.0,0.88
14,22,6,2023,100.0,7,1.0,2.0,84.7,0.92
14,31,8,2023,100.0,8,1.0,2.5,90.0,1.01
10,18,4,2022,68.5,1,0.5349833333333334,0.0,76.2,0.9
14,7,3,2022,54.5,3,1.0,0.0,84.5,1.94
13,18,8,2022,75.0,7,1.0,1.8,92.5,1.44
11,10,6,2022,74.0,5,1.0,0.9,83.6,1.04
7,28,2,2022,50.0,0,0.0,0.0,62.4,0.09
14,22,3,2023,100.0,1,1.0,0.0,81.1,2.02
15,9,10,2022,100.0,0,1.0,0.0,83.3,1.97
10,10,4,2023,67.5,1,0.25180555555555556,0.0,71.5,0.98
11,12,8,2023,81.5,1,1.0,0.0,91.4,1.83
6,13,5,2023,55.5,0,0.0,0.0,70.9,0.07
11,29,3,2022,80.5,0,1.0,0.0,74.2,1.47
10,16,8,2023,62.5,6,0.0,1.2,79.2,0.17
8,13,9,2022,53.5,8,1.0,3.2,77.5,0.18
8,4,10,2022,56.0,0,1.0,0.0,65.6,0.29
13,14,12,2022,78.0,0,1.0,0.0,75.6,1.33
13,12,6,2022,100.0,4,1.0,0.1,86.7,1.52
11,12,3,2023,100.0,0,1.0,0.0,71.9,1.23
11,7,9,2023,100.0,0,1.0,0.0,87.7,1.89
6,22,3,2023,50.0,0,0.0,0.0,57.6,0.05
7,11,8,2023,52.5,0,0.572475,0.0,80.7,0.39
7,20,3,2023,50.5,0,0.0,0.0,49.4,0.36
11,27,4,2023,97.5,1,1.0,0.0,81.2,1.71
9,24,12,2022,78.0,0,1.0,0.0,42.4,0.32
16,13,5,2023,100.0,1,1.0,0.0,85.0,1.35
8,19,7,2023,57.0,0,1.0,0.0,80.0,0.58
15,9,7,2022,100.0,5,1.0,0.5,89.7,1.0
8,19,8,2022,65.0,1,0.46063333333333334,0.0,77.8,0.38
12,1,7,2022,100.0,4,1.0,0.1,92.1,1.88
6,27,6,2023,54.5,0,0.0,0.0,75.1,0.16
8,15,7,2023,55.5,1,1.0,0.0,82.0,0.73
9,18,7,2022,59.0,0,1.0,0.0,81.1,0.57
16,8,2,2022,87.0,6,0.0,1.1,54.5,0.08
6,21,6,2023,54.0,4,0.0,0.4,72.8,0.04
6,14,7,2023,50.0,1,0.0,0.0,77.5,0.07
9,20,1,2023,42.0,3,0.6725333333333333,0.0,64.8,0.09
10,3,10,2022,83.0,0,1.0,0.0,73.9,0.77
13,12,12,2021,87.5,4,1.0,0.2,77.5,0.78
16,27,2,2023,100.0,0,1.0,0.0,78.2,1.24
9,16,5,2023,77.0,0,1.0,0.0,78.5,1.44
7,2,8,2022,58.5,1,0.7220638888888888,0.0,78.2,0.17
13,9,3,2022,52.5,1,1.0,0.0,82.4,1.34
12,16,8,2022,100.0,1,1.0,0.0,89.9,1.96
14,3,7,2023,100.0,1,1.0,0.0,95.0,2.09
17,7,8,2022,100.0,5,1.0,0.6,87.2,0.78
12,25,12,2022,100.0,1,1.0,0.0,45.4,0.41
12,21,2,2023,100.0,1,1.0,0.0,74.1,0.85
7,25,11,2023,14.5,0,0.0,0.0,58.9,0.24
8,30,4,2023,68.0,0,0.33292222222222223,0.0,71.5,0.79
17,12,8,2023,100.0,1,1.0,0.0,93.7,1.99
10,27,10,2022,46.5,0,1.0,0.0,77.4,0.65
11,26,12,2022,100.0,0,1.0,0.0,47.3,0.59
12,16,11,2023,20.0,4,0.0,0.3,71.0,0.21
14,16,9,2022,100.0,1,0.33240833333333336,0.0,84.3,1.51
9,20,5,2022,59.0,4,0.0,0.1,73.8,0.54
12,28,7,2022,99.5,1,1.0,0.0,89.0,1.93
10,21,2,2023,68.0,2,1.0,0.0,69.2,0.61
17,4,3,2023,100.0,1,1.0,0.0,82.2,0.97
8,11,4,2023,57.0,0,1.0,0.0,65.9,0.87
12,29,3,2022,96.5,0,1.0,0.0,77.5,1.9
16,29,1,2022,100.0,0,1.0,0.0,55.0,0.5
9,6,6,2023,64.0,0,1.0,0.0,75.8,0.98
11,9,12,2022,68.5,2,1.0,0.0,71.2,0.6
6,1,8,2023,54.0,1,0.0,0.0,76.9,0.05
9,26,10,2023,66.5,0,1.0,0.0,72.5,1.02
8,16,5,2022,60.0,4,1.0,0.2,72.8,0.59
16,22,11,2022,100.0,3,0.19951944444444444,0.0,71.8,0.58
17,5,5,2023,100.0,2,0.0047083333333333335,0.0,82.7,1.17
15,21,6,2023,76.0,5,1.0,0.6,84.3,1.25
11,29,10,2023,99.5,1,1.0,0.0,79.0,1.48
15,3,11,2022,100.0,0,1.0,0.0,81.7,1.13
11,14,7,2023,85.0,0,1.0,0.0,88.6,1.61
16,19,6,2022,100.0,1,1.0,0.0,94.5,1.58
10,25,10,2023,85.5,1,1.0,0.0,74.7,1.22
14,29,1,2023,100.0,2,1.0,0.0,74.8,1.75
8,11,8,2023,57.0,1,1.0,0.0,83.0,0.83
6,21,4,2022,67.5,1,0.0,0.0,64.3,0.28
13,17,9,2022,100.0,4,1.0,0.1,83.2,0.89
16,25,7,2022,100.0,8,1.0,2.8,89.2,1.13
16,24,10,2023,100.0,1,0.0,0.0,80.9,1.68
13,25,9,2023,100.0,5,1.0,0.7,90.5,2.27
6,28,10,2023,50.0,0,0.0,0.0,68.4,0.11
17,20,4,2023,100.0,0,1.0,0.0,91.4,2.96
9,12,9,2023,65.0,1,1.0,0.0,80.9,0.73
6,6,9,2022,50.0,0,0.0,0.0,76.6,0.11
18,2,7,2022,100.0,1,0.008825,0.0,84.0,0.69
15,10,1,2024,87.0,1,1.0,0.0,63.2,0.52
13,12,1,2023,100.0,0,1.0,0.0,68.5,1.75
13,8,2,2022,83.0,4,0.0,0.1,55.4,0.19
15,24,1,2023,100.0,1,1.0,0.0,68.7,1.39
14,25,12,2021,100.0,0,1.0,0.0,69.7,1.14
8,25,11,2022,84.0,3,0.1888,0.0,69.2,0.05
17,23,4,2022,100.0,0,1.0,0.0,84.5,1.88
14,21,11,2023,100.0,2,1.0,0.0,79.8,1.86
14,17,12,2023,30.5,2,1.0,0.0,70.3,0.57
9,12,4,2023,55.5,4,1.0,0.3,68.2,0.67
11,6,1,2022,84.0,1,1.0,0.0,63.9,0.87
11,1,12,2022,84.5,0,1.0,0.0,65.7,0.65
8,23,5,2022,58.0,2,1.0,0.0,77.3,0.49
11,11,12,2021,55.5,1,1.0,0.0,74.4,0.79
13,26,1,2023,100.0,0,1.0,0.0,65.6,0.73
16,6,5,2023,100.0,4,1.0,0.1,85.5,1.52
7,15,9,2022,50.0,1,0.1632361111111111,0.0,73.9,0.04
11,10,6,2023,87.0,0,1.0,0.0,86.7,1.34
9,31,12,2022,84.0,3,0.0,0.0,66.3,0.04
8,22,3,2022,51.0,0,1.0,0.0,63.2,0.45
9,19,9,2023,66.5,0,1.0,0.0,80.2,1.92
6,6,6,2022,54.5,0,0.0,0.0,72.0,0.02
7,19,1,2023,34.5,3,0.0,0.0,54.5,0.18
6,9,5,2023,56.0,0,0.0,0.0,67.5,0.04
12,30,12,2021,86.5,1,0.8713944444444445,0.0,73.4,0.75
7,14,12,2021,50.0,3,0.0,0.0,66.1,0.16
7,13,10,2022,19.5,0,0.0,0.0,72.0,0.05
13,22,11,2022,100.0,3,1.0,0.0,71.0,0.59
7,30,10,2022,37.5,3,0.0,0.0,70.0,0.01
14,3,6,2023,100.0,3,1.0,0.0,87.1,1.7
16,9,1,2023,100.0,0,1.0,0.0,71.6,0.69
10,5,3,2023,75.0,1,1.0,0.0,76.6,0.81
10,17,11,2022,32.0,3,1.0,0.0,60.7,0.65
15,23,11,2023,100.0,1,1.0,0.0,72.2,0.85
14,27,4,2023,100.0,7,1.0,1.9,90.8,1.58
6,10,4,2022,60.0,0,0.0,0.0,54.0,0.17
12,4,2,2023,100.0,0,1.0,0.0,64.6,0.94
11,7,12,2023,62.5,1,1.0,0.0,59.1,0.92
15,19,8,2022,100.0,0,1.0,0.0,94.0,1.96
14,11,3,2023,100.0,0,1.0,0.0,78.7,1.98
14,4,12,2022,100.0,0,1.0,0.0,76.8,1.28
12,8,12,2023,66.0,1,1.0,0.0,68.0,1.29
8,15,10,2023,64.0,0,1.0,0.0,73.0,0.58
15,12,6,2022,100.0,4,1.0,0.2,86.4,1.16
9,22,8,2022,60.0,1,1.0,0.0,82.7,0.64
13,12,4,2023,74.5,3,0.0,0.0,71.7,1.03
10,28,1,2022,46.5,2,1.0,0.0,59.0,0.22
10,5,12,2022,69.5,2,1.0,0.0,69.7,0.44
8,8,12,2023,28.0,2,0.306125,0.0,55.5,0.17
14,26,9,2022,100.0,0,1.0,0.0,87.7,1.98
12,9,11,2023,100.0,0,1.0,0.0,81.8,2.05
10,2,7,2023,69.5,0,1.0,0.0,87.0,1.56
14,22,10,2022,100.0,0,1.0,0.0,75.5,1.52
17,7,3,2023,100.0,0,1.0,0.0,81.4,0.81
14,28,6,2022,100.0,2,1.0,0.0,96.9,2.66
7,10,12,2023,27.0,1,0.0,0.0,63.7,0.14
14,26,4,2023,100.0,0,1.0,0.0,93.1,2.73
14,31,10,2023,100.0,0,1.0,0.0,86.9,1.8
15,5,12,2023,48.5,1,1.0,0.0,71.2,1.44
16,18,7,2023,100.0,1,1.0,0.0,89.9,1.49
7,14,10,2023,51.0,1,0.0,0.0,76.4,0.45
7,22,2,2022,63.0,0,0.0,0.0,61.4,0.09
7,17,10,2022,44.5,0,0.0,0.0,72.5,0.17
14,5,2,2022,53.0,2,1.0,0.0,67.4,0.77
11,22,12,2022,18.0,3,1.0,0.0,65.3,0.37
11,26,8,2022,84.0,4,1.0,0.2,85.9,0.97
15,13,11,2023,73.0,3,0.0,0.0,79.3,0.94
8,23,2,2022,56.5,0,0.5986694444444445,0.0,64.9,0.06
16,7,3,2022,54.5,1,1.0,0.0,82.7,1.09
14,4,1,2022,100.0,2,1.0,0.0,68.3,1.02
12,12,3,2022,54.5,5,0.0,0.7,65.7,0.31
16,3,11,2022,100.0,0,1.0,0.0,81.5,1.32
13,16,11,2022,57.0,1,1.0,0.0,75.3,0.56
10,23,10,2022,79.5,0,1.0,0.0,69.4,0.96
11,28,2,2023,65.0,3,1.0,0.0,75.5,0.95
6,17,4,2023,50.5,2,0.0,0.0,68.8,0.24
16,7,4,2023,100.0,1,1.0,0.0,93.7,1.7
7,1,2,2022,43.0,0,0.0,0.0,43.5,0.1
9,17,2,2022,82.5,0,1.0,0.0,65.0,0.33
8,6,12,2022,55.5,0,0.24978055555555556,0.0,64.9,0.15
7,18,4,2022,55.0,2,0.410425,0.0,69.0,0.14
6,15,7,2022,50.0,0,0.0,0.0,74.9,0.02
16,21,6,2022,100.0,1,1.0,0.0,92.5,3.01
15,14,1,2023,78.0,0,1.0,0.0,57.9,0.5
13,16,5,2023,100.0,5,1.0,0.9,89.4,1.99
9,16,9,2022,61.5,1,1.0,0.0,78.1,0.55
17,25,6,2022,100.0,1,1.0,0.0,92.9,1.74
14,13,8,2023,100.0,1,1.0,0.0,98.7,2.71
12,3,4,2023,100.0,0,1.0,0.0,84.7,2.24
17,18,2,2023,100.0,0,1.0,0.0,68.9,1.08
16,8,10,2022,100.0,0,1.0,0.0,81.8,2.12
8,27,8,2023,56.5,0,1.0,0.0,79.3,0.48
16,23,11,2022,100.0,3,0.29022777777777775,0.0,73.9,0.84
7,29,12,2022,84.5,0,0.0,0.0,50.7,0.09
18,29,7,2022,100.0,0,1.0,0.0,90.0,1.25
9,31,8,2023,55.5,6,1.0,1.0,80.1,0.35
11,13,12,2021,63.0,4,1.0,0.1,71.5,0.48
6,14,8,2022,50.0,3,0.0,0.0,76.6,0.0
8,14,9,2022,54.0,7,0.5191361111111111,1.9,77.5,0.17
7,2,7,2023,50.5,0,0.9693055555555555,0.0,78.2,0.51
10,8,3,2023,71.5,0,1.0,0.0,73.9,0.9
9,18,11,2023,2.0,4,0.0,0.4,69.6,0.28
12,6,9,2022,88.5,1,1.0,0.0,90.2,1.57
6,20,5,2023,66.0,0,0.0,0.0,72.1,0.04
12,20,10,2022,100.0,3,1.0,0.0,66.5,1.12
12,13,4,2022,100.0,2,1.0,0.0,78.6,1.79
12,5,6,2023,100.0,4,1.0,0.1,83.6,1.78
17,2,10,2022,100.0,0,1.0,0.0,78.2,1.02
12,13,3,2023,79.5,8,0.7516277777777778,2.6,72.4,0.41
8,21,7,2023,56.0,5,1.0,0.5,82.7,0.55
13,31,7,2022,100.0,4,1.0,0.1,92.5,2.51
16,15,1,2023,100.0,0,1.0,0.0,58.7,0.75
7,5,8,2023,53.0,2,0.6980472222222222,0.0,78.3,0.45
11,26,4,2023,100.0,4,1.0,0.1,83.4,1.77
12,14,5,2022,90.5,4,1.0,0.1,89.3,2.2
12,21,7,2022,85.5,1,1.0,0.0,89.4,1.81
9,20,2,2022,74.0,0,1.0,0.0,54.6,0.52
13,29,10,2023,100.0,0,1.0,0.0,84.5,2.11
12,13,2,2022,92.0,2,1.0,0.0,66.0,0.44
6,6,4,2023,61.5,1,0.0,0.0,71.8,0.12
15,6,7,2022,100.0,4,1.0,0.4,89.1,0.91
11,26,5,2022,79.0,1,1.0,0.0,82.4,1.68
13,15,3,2023,100.0,0,1.0,0.0,66.2,1.13
13,1,12,2023,100.0,0,1.0,0.0,75.8,1.6
7,28,7,2022,50.5,0,0.765475,0.0,76.5,0.16
12,19,1,2023,82.5,1,1.0,0.0,70.0,1.25
11,17,11,2022,46.5,1,1.0,0.0,62.0,0.68
12,6,10,2023,100.0,4,1.0,0.1,87.2,1.63
18,24,6,2022,100.0,1,0.0,0.0,85.6,0.59
9,11,3,2022,49.5,1,0.4807666666666667,0.0,70.5,0.29
15,1,6,2023,100.0,3,1.0,0.0,86.5,1.93
10,4,1,2024,55.0,2,1.0,0.0,57.8,0.25
7,4,8,2022,50.5,0,0.7046638888888889,0.0,76.9,0.23
7,26,12,2021,50.0,0,0.0,0.0,53.8,0.02
16,10,5,2022,100.0,0,1.0,0.0,92.3,2.91
7,18,11,2022,50.0,2,0.0,0.0,56.2,0.56
16,16,10,2023,100.0,0,1.0,0.0,74.7,1.08
7,18,3,2022,57.5,0,0.0,0.0,60.7,0.14
10,17,4,2023,66.5,3,0.0,0.0,71.1,1.07
12,17,8,2022,59.5,4,1.0,0.1,86.5,0.99
16,4,8,2023,100.0,5,1.0,0.8,90.8,1.86
15,17,3,2023,100.0,1,1.0,0.0,77.5,2.0
13,26,10,2023,100.0,0,1.0,0.0,83.9,2.45
12,9,5,2023,100.0,1,1.0,0.0,87.0,2.17
12,25,7,2022,83.0,4,1.0,0.1,88.6,1.81
14,5,10,2022,100.0,1,1.0,0.0,80.7,1.72
12,2,12,2022,100.0,0,1.0,0.0,71.7,1.26
10,7,8,2023,73.0,4,1.0,0.2,86.7,1.18
16,23,2,2022,71.0,1,1.0,0.0,80.9,0.98
6,11,10,2023,54.5,3,0.0,0.0,71.7,0.41
8,11,7,2023,53.5,7,1.0,2.1,79.7,0.49
7,21,11,2022,44.0,3,0.0,0.0,55.4,0.15
7,17,2,2023,56.5,0,0.0,0.0,63.5,0.1
9,8,6,2023,61.5,1,1.0,0.0,78.2,0.72
11,17,12,2021,64.0,0,1.0,0.0,73.6,0.84
7,2,7,2022,51.5,1,0.9670833333333333,0.0,77.2,0.23
11,13,10,2022,51.0,8,1.0,2.5,79.9,0.45
10,17,2,2023,77.5,0,1.0,0.0,70.4,0.58
6,22,10,2022,41.0,0,0.0,0.0,55.7,0.25
16,14,8,2023,100.0,1,1.0,0.0,91.3,1.59
14,6,4,2023,100.0,1,1.0,0.0,94.1,3.33
10,18,10,2022,57.0,1,1.0,0.0,75.3,0.53
17,30,7,2022,100.0,1,1.0,0.0,91.9,2.95
11,22,10,2023,90.5,1,1.0,0.0,75.2,1.66
9,15,4,2023,63.0,2,1.0,0.0,75.7,0.86
11,19,12,2021,38.5,4,0.0,0.4,73.2,0.31
11,10,10,2023,96.5,2,1.0,0.0,75.3,1.32
16,24,2,2023,100.0,1,1.0,0.0,83.1,1.4
7,23,3,2023,62.5,0,0.0,0.0,59.1,0.15
8,24,12,2022,73.5,0,0.17115277777777776,0.0,41.8,0.31
9,28,10,2023,70.0,0,1.0,0.0,72.8,0.74
10,3,9,2022,73.0,8,0.8158916666666667,4.2,80.6,0.61
9,10,12,2021,51.0,3,0.0,0.0,66.6,0.06
12,13,5,2023,100.0,4,1.0,0.1,89.1,2.11
8,1,10,2023,55.5,4,1.0,0.2,77.3,0.32
13,20,2,2023,100.0,1,1.0,0.0,73.0,0.84
11,21,6,2022,87.0,1,1.0,0.0,87.1,2.06
15,26,8,2022,100.0,4,0.0,0.1,86.3,0.75
11,1,3,2022,64.5,0,1.0,0.0,67.6,0.74
11,20,5,2023,98.0,0,1.0,0.0,87.4,1.91
12,10,3,2022,61.5,8,0.0,4.4,75.6,0.61
10,15,5,2022,70.0,0,1.0,0.0,81.0,1.22
14,2,8,2022,100.0,5,1.0,0.5,94.9,2.12
7,14,7,2023,51.0,1,0.7050305555555556,0.0,79.2,0.18
14,12,10,2023,78.0,7,0.10073611111111111,1.5,80.1,0.55
9,21,5,2023,69.5,1,1.0,0.0,81.0,1.07
7,5,10,2022,49.0,0,0.039766666666666665,0.0,62.8,0.2
14,8,11,2022,100.0,1,1.0,0.0,81.4,1.74
13,13,2,2022,92.0,1,1.0,0.0,68.1,0.53
14,9,7,2022,100.0,4,1.0,0.1,90.4,1.06
8,25,2,2022,51.0,3,0.20083333333333334,0.0,63.9,0.05
14,6,9,2022,100.0,8,1.0,3.9,90.2,0.94
8,27,6,2022,65.5,1,1.0,0.0,80.1,0.68
11,14,12,2023,22.0,1,0.83185,0.0,66.1,0.86
8,30,9,2022,48.0,0,1.0,0.0,68.9,0.59
17,30,5,2022,100.0,5,1.0,0.6,87.2,1.52
8,12,7,2023,54.5,0,1.0,0.0,80.8,0.45
12,30,6,2023,100.0,1,1.0,0.0,89.5,2.59
9,11,9,2023,71.5,0,1.0,0.0,82.5,1.08
12,22,11,2022,100.0,3,0.4481138888888889,0.0,69.4,0.48
6,1,7,2023,54.0,1,0.0,0.0,75.7,0.12
15,4,2,2022,100.0,4,1.0,0.4,75.8,1.08
9,5,2,2022,47.0,3,0.0,0.0,60.9,0.23
10,3,3,2022,66.0,1,1.0,0.0,64.5,0.92
10,11,6,2023,69.0,4,1.0,0.1,84.2,1.36
15,17,2,2022,87.0,0,1.0,0.0,77.9,2.02
13,12,7,2022,100.0,4,1.0,0.3,88.2,1.63
10,4,6,2023,73.5,4,1.0,0.1,78.8,1.08
14,4,1,2024,92.5,0,1.0,0.0,64.7,0.84
7,9,9,2023,61.5,0,0.19575555555555557,0.0,73.9,0.38
9,8,12,2023,30.5,2,1.0,0.0,57.9,0.4
7,1,5,2023,57.0,0,0.7754,0.0,67.9,0.57
13,3,7,2023,100.0,0,1.0,0.0,94.0,2.15
10,2,6,2023,73.0,2,1.0,0.0,78.2,0.92
15,18,8,2022,76.5,4,0.2711194444444444,0.1,89.4,0.99
12,13,5,2022,88.0,4,1.0,0.1,86.0,1.72
10,3,1,2022,75.0,1,1.0,0.0,65.5,0.61
13,16,3,2023,100.0,0,1.0,0.0,72.2,1.6
13,21,5,2023,100.0,3,1.0,0.0,92.6,1.99
12,28,5,2022,100.0,0,1.0,0.0,84.1,2.29
15,11,10,2023,76.5,2,1.0,0.0,82.9,1.53
